"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","segment_type","base_plan","technology","monthly_charge","promo_discount","arpu","churn_risk_score"
"3537-HPKQT","Female",0,"Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",77.75,4266.4,"No","SMB","Basic","Cable",24.95,0,24.95,0.288177411200013
"2129-ALKBS","Female",0,"Yes","Yes",40,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",26.2,1077.5,"No","Consumer","Plus","Cable",57.95,0,57.95,0.292476530140266
"5821-MMEIL","Female",0,"Yes","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.9,1115.6,"No","Enterprise","Premium","Fiber",70,0,70,0.0955675515113398
"5960-WPXQM","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.05,79.05,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.510077857226133
"0684-AOSIH","Male",0,"Yes","No",1,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95,95,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.839371662773192
"8260-NGFNY","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.2,25.2,"Yes","Consumer","Premium","Fiber",70,0,70,0.590083495341241
"1309-XGFSN","Male",1,"Yes","Yes",52,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",80.85,4079.55,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0896621931577101
"1866-RZZQS","Male",1,"No","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.4,4187.75,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.707436373457313
"6968-URWQU","Male",0,"Yes","No",43,"Yes","No","DSL","No","No","No","No","Yes","No","One year","Yes","Mailed check",56.35,2391.15,"No","Consumer","Basic","Cable",24.95,0,24.95,0.204375507554505
"4742-TXUEX","Female",0,"Yes","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.3,890.5,"No","SMB","Premium","Fiber",70,0,70,0.0554782390361652
"9631-XEYKE","Male",0,"No","No",3,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.4,137.25,"No","Enterprise","Premium","Fiber",70,0,70,0.0725478357751854
"8631-NBHFZ","Male",1,"Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",79.4,5154.6,"Yes","Consumer","Premium","Fiber",70,0,70,0.726941772829741
"1335-MXCSE","Male",0,"Yes","Yes",55,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",55.25,3119.9,"No","SMB","Basic","Cable",24.95,0,24.95,0.270915840647649
"8873-TMKGR","Male",0,"No","No",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.1,529.5,"No","SMB","Basic","Cable",24.95,0,24.95,0.1676074508694
"8800-JOOCF","Female",0,"No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.05,966.55,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.149926570022944
"1469-LBJQJ","Female",0,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.2,6936.85,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.0989815811160952
"4958-XCBDQ","Male",1,"No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.4,3496.3,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.695126666594297
"8337-UPOAQ","Male",1,"Yes","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",89.8,914.3,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.590712488163263
"0064-YIJGF","Male",0,"Yes","Yes",27,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.75,1929,"No","SMB","Premium","Fiber",70,0,70,0.159653207764495
"2386-OWURY","Female",0,"No","No",58,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",95.3,5817.7,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0678196445922367
"1725-IQNIY","Male",0,"Yes","No",54,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",109.75,6110.2,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.64678828381002
"0310-VQXAM","Male",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,178.8,"No","Enterprise","Premium","Fiber",70,0,70,0.0750740004703403
"6598-RFFVI","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.3,28.3,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.810384626593441
"3453-RTHJQ","Male",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.1,435,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0841160269454122
"6712-OAWRH","Female",1,"No","No",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.25,2351.8,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.561934158671647
"6278-FEPBZ","Female",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,186.15,"No","Consumer","Plus","Cable",57.95,0,57.95,0.14723473386839
"4280-DLSHD","Male",0,"Yes","No",8,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",54.75,445.85,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.224882642168086
"1508-DFXCU","Male",0,"No","No",12,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",81.45,912,"No","Consumer","Basic","Cable",24.95,0,24.95,0.195796423428692
"8614-VGMMV","Female",0,"No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.1,679.55,"Yes","SMB","Premium","Fiber",70,0,70,0.565881362464279
"7868-BGSZA","Male",0,"Yes","No",43,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",80.2,3581.6,"No","SMB","Plus","Cable",57.95,0,57.95,0.289493552595377
"2800-QQUSO","Male",0,"No","No",42,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.3,4222.95,"No","Consumer","Premium","Fiber",70,0,70,0.108022070268635
"2930-UOTMB","Female",0,"No","No",31,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",65.25,1994.3,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.607646786421537
"7973-DZRKH","Female",0,"No","Yes",66,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",90.95,5930.05,"No","Consumer","Premium","Fiber",70,0,70,0.155577590933535
"5914-DVBWJ","Female",1,"No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",85.45,1505.85,"Yes","SMB","Premium","Fiber",70,0,70,0.726379877887666
"7698-YFGEZ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,20,"No","SMB","Plus","Cable",57.95,0,57.95,0.199800356593914
"2533-QVMSK","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","Yes","Electronic check",94.1,5638.3,"Yes","SMB","Premium","Fiber",70,0,70,0.633772158622742
"9773-PEQBZ","Male",0,"No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",79.85,797.25,"No","Consumer","Basic","Cable",24.95,0,24.95,0.13844149496872
"8644-XLFBW","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.514934928994626
"0650-BWOZN","Female",1,"No","No",18,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",73.55,1359.45,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.124110637768172
"8625-AZYZY","Male",0,"Yes","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.65,2542.45,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.669890377018601
"7785-RDVIG","Female",0,"Yes","Yes",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.3,54.7,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.0657061528298073
"9602-WCXPI","Male",0,"No","No",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.15,989.05,"No","Consumer","Premium","Fiber",70,0,70,0.0549557178863324
"2903-YYTBW","Male",0,"Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.55,44.55,"No","Enterprise","Premium","Fiber",70,0,70,0.074420682573691
"3620-MWJNE","Male",0,"No","No",2,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",54.45,87.3,"No","Consumer","Premium","Fiber",70,0,70,0.0682170289335772
"8573-JGCZW","Male",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.65,351.55,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.299005285557359
"6837-HAEVO","Male",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",105,7297.75,"No","Enterprise","Premium","Fiber",70,0,70,0.0845855918130837
"6701-YVNQG","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.7,6301.7,"No","SMB","Plus","Cable",57.95,0,57.95,0.244948171905708
"9306-CPCBC","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.25,210.3,"Yes","Enterprise","Premium","Fiber",70,0,70,0.578470576833934
"4304-XUMGI","Male",1,"Yes","Yes",50,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)",75.15,3822.45,"No","SMB","Premium","Fiber",70,0,70,0.168079167092219
"9504-YAZWB","Female",0,"No","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.25,1048.45,"No","SMB","Basic","Cable",24.95,0,24.95,0.267964048380963
"8819-ZBYNA","Female",0,"Yes","No",58,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.1,6393.65,"No","SMB","Premium","Fiber",70,0,70,0.126946675602812
"6174-NRBTZ","Male",0,"No","No",46,"No","No phone service","DSL","Yes","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",30.75,1489.3,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.209869593451731
"9481-IEBZY","Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",112.9,8061.5,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0644367425236851
"1833-VGRUM","Female",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.2,74.2,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.810102815274149
"6137-NICCO","Female",0,"Yes","Yes",6,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",94.05,518.75,"No","Consumer","Premium","Fiber",70,0,70,0.0773045978974551
"9065-ZCPQX","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",78.85,5763.15,"No","Consumer","Premium","Fiber",70,0,70,0.278037128865253
"6402-EJMWF","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",55.3,238.5,"No","Enterprise","Premium","Fiber",70,0,70,0.190451371553354
"3620-EHIMZ","Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.35,1031.7,"No","Consumer","Basic","Cable",24.95,0,24.95,0.185934626858216
"3213-VVOLG","Male",0,"Yes","Yes",0,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.35,NA,"No","Enterprise","Premium","Fiber",70,0,70,0.119848728831857
"6870-ECSHE","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.45,34.8,"No","Consumer","Plus","Cable",57.95,0,57.95,0.22029930051649
"8747-UDCOI","Female",0,"Yes","No",65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.35,1319.95,"No","Consumer","Premium","Fiber",70,0,70,0.079086371534504
"8374-XGEJJ","Male",1,"Yes","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101,4388.4,"Yes","SMB","Premium","Fiber",70,0,70,0.640349003858864
"2656-TABEH","Male",0,"Yes","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,420.2,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.776098323985934
"6946-LMSQS","Male",1,"Yes","No",25,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","One year","Yes","Electronic check",89.05,2177.45,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.752671508211643
"4626-OZDTJ","Female",0,"Yes","No",51,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",78.65,3950.85,"No","Consumer","Basic","Cable",24.95,0,24.95,0.173101909761317
"9169-BSVIN","Male",0,"No","No",12,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",74.75,827.05,"No","SMB","Plus","Cable",57.95,0,57.95,0.297316127934027
"2325-ZUSFD","Female",0,"Yes","Yes",57,"Yes","No","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",70.1,3913.3,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.699401778075844
"8194-PEEBY","Female",0,"Yes","Yes",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.9,533.5,"No","SMB","Basic","Cable",24.95,0,24.95,0.21727771027945
"6872-HXFNF","Female",0,"Yes","No",64,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","One year","No","Bank transfer (automatic)",58.35,3756.45,"No","SMB","Plus","Cable",57.95,0,57.95,0.0570376640069298
"3932-CMDTD","Female",0,"No","No",4,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",105.65,443.9,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.814572053868324
"7714-YXSMB","Female",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.5,2599.95,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.115358252846636
"8387-UGUSU","Female",0,"Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,284.3,"No","Consumer","Premium","Fiber",70,0,70,0.178722061635926
"1080-BWSYE","Male",1,"Yes","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.65,1740.8,"No","Consumer","Premium","Fiber",70,0,70,0.183264828997198
"4039-HEUNW","Male",1,"Yes","No",36,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.5,3436.1,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.82426449554041
"1194-HVAIF","Female",0,"Yes","No",27,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",95,2462.55,"No","Consumer","Premium","Fiber",70,0,70,0.207533586781938
"0812-WUPTB","Male",1,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.85,70.85,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.82845903467387
"3594-UVONA","Female",0,"No","No",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",85.95,3110.1,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.633414749521762
"0004-TLHLJ","Male",0,"No","No",4,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",73.9,280.85,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.817453144304454
"1767-TGTKO","Female",0,"Yes","Yes",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.45,411.75,"No","Consumer","Premium","Fiber",70,0,70,0.263204291998409
"8439-LTUGF","Male",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20,198.6,"No","Enterprise","Premium","Fiber",70,0,70,0.196665523818228
"8805-JNRAZ","Female",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.2,103.7,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.145398368663155
"5089-IFSDP","Female",0,"Yes","No",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.45,6144.55,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.811680863704532
"6418-HNFED","Male",0,"Yes","No",51,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",83.25,4089.45,"No","Consumer","Basic","Cable",24.95,0,24.95,0.275252800970338
"0206-OYVOC","Female",0,"Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.25,864.2,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0894329754635692
"7291-CDTMJ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.65,19.65,"No","SMB","Plus","Cable",57.95,0,57.95,0.230162126955111
"7128-GGCNO","Male",0,"No","No",46,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",72.8,3249.4,"No","Enterprise","Premium","Fiber",70,0,70,0.0520186714828014
"0237-YFUTL","Female",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",109.65,5405.8,"No","SMB","Basic","Cable",24.95,0,24.95,0.241919409844559
"7691-KGKGP","Male",0,"Yes","Yes",53,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","No","Credit card (automatic)",65,3363.8,"No","SMB","Basic","Cable",24.95,0,24.95,0.167395054316148
"6710-HSJRD","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",114.1,7132.15,"No","Consumer","Plus","Cable",57.95,0,57.95,0.132155182259157
"3675-EQOZA","Male",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.65,93.55,"No","SMB","Premium","Fiber",70,0,70,0.258433558989782
"0840-DCNZE","Male",0,"No","No",47,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",86.95,4138.9,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.234063363645691
"1732-FEKLD","Female",0,"No","No",54,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",94.75,5121.75,"No","Consumer","Plus","Cable",57.95,0,57.95,0.104931287362706
"9862-KJTYK","Male",0,"No","Yes",19,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.35,566.1,"No","SMB","Basic","Cable",24.95,0,24.95,0.153971860778984
"0479-HMSWA","Female",0,"No","Yes",26,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",105.45,2715.3,"No","SMB","Plus","Cable",57.95,0,57.95,0.121654621977359
"5854-KSRBJ","Male",0,"Yes","Yes",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.4,1782.05,"No","SMB","Premium","Fiber",70,0,70,0.0833374922629446
"0365-BZUWY","Male",0,"Yes","No",17,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.55,1742.5,"No","Consumer","Premium","Fiber",70,0,70,0.262057476805057
"4817-VYYWS","Female",0,"No","No",30,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,2983.8,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.568142483942211
"5701-SVCWR","Female",0,"No","Yes",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24,24,"No","SMB","Basic","Cable",24.95,0,24.95,0.184037671494298
"3129-AAQOU","Female",0,"Yes","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.6,485.9,"No","Enterprise","Premium","Fiber",70,0,70,0.275856967153959
"4922-CVPDX","Female",0,"Yes","No",26,"Yes","No","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",73.5,1905.7,"No","Consumer","Plus","Cable",57.95,0,57.95,0.252992818318307
"1396-QWFBJ","Female",0,"Yes","Yes",21,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.05,1565.7,"Yes","Enterprise","Premium","Fiber",70,0,70,0.715984737873077
"1357-BIJKI","Male",0,"Yes","No",50,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",98.25,4858.7,"No","SMB","Plus","Cable",57.95,0,57.95,0.162080838473048
"1099-BTKWT","Female",0,"Yes","No",68,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",54.4,3723.65,"No","Consumer","Plus","Cable",57.95,0,57.95,0.2382327356725
"5299-SJCZT","Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",101.55,298.35,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.694594607222825
"2018-PZKMU","Male",0,"Yes","Yes",9,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.1,970.45,"No","SMB","Basic","Cable",24.95,0,24.95,0.267656629509293
"7340-KEFQE","Female",0,"Yes","Yes",51,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",34.2,1782,"No","Consumer","Basic","Cable",24.95,0,24.95,0.259351828263607
"4570-QHXHL","Female",0,"No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",43.75,405.7,"No","Consumer","Basic","Cable",24.95,0,24.95,0.145557490305509
"2403-BCASL","Male",1,"Yes","Yes",41,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.95,4534.9,"Yes","Enterprise","Premium","Fiber",70,0,70,0.577192919515073
"7392-YYPYJ","Male",0,"No","No",22,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.65,2415.95,"No","Consumer","Basic","Cable",24.95,0,24.95,0.145109549176414
"2898-LSJGD","Female",0,"Yes","Yes",21,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",55.95,1157.05,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.779224010836333
"2223-GDSHL","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.05,8297.5,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.192797769221943
"7359-PTSXY","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.75,45.75,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.781029841769487
"9470-RTWDV","Male",0,"Yes","Yes",26,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",82,2083.1,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.208245702041313
"2176-OSJUV","Male",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",65.15,4681.75,"No","Enterprise","Premium","Fiber",70,0,70,0.210082311893348
"9348-YVOMK","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.8,176.2,"No","Consumer","Premium","Fiber",70,0,70,0.118474306724966
"8104-OSKWT","Female",0,"No","No",12,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",79.8,1001.2,"No","Enterprise","Premium","Fiber",70,0,70,0.298626570915803
"4521-YEEHE","Female",0,"Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",88.85,1594.75,"No","SMB","Basic","Cable",24.95,0,24.95,0.0765329716494307
"4090-KPJIP","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,212.4,"No","Enterprise","Premium","Fiber",70,0,70,0.0501385069335811
"3786-WOVKF","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.85,7677.4,"No","Consumer","Premium","Fiber",70,0,70,0.211597588623408
