Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
GCI Communication Corp.,ALASKA,2398.628571,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,466.9028571,Fiber,1000,40,1000,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,DSL,50,10,Inf,129.99,0,0,129.99,0,Yes
GCI Communication Corp.,ALASKA,305.4857143,Fiber,2500,75,Inf,184.99,0,0,184.99,0,Yes
SPITwSPOTS Inc.,ALASKA,4.022857143,Fixed wireless,150,50,Inf,199,0,0,199,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,1000,200,Inf,189.98,0,0,189.98,0,Yes
GCI Communication Corp.,ALASKA,1540.754286,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
GCI Communication Corp.,ALASKA,1318.491429,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,25,6,Inf,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,807.5885714,Cable,500,20,600,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,50,10,Inf,129.99,0,0,129.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
GCI Communication Corp.,ALASKA,1688.594286,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,273.5542857,Fiber,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,1815.314286,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,722.1028571,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,1614.171429,Cable,500,20,600,109.99,0,0,109.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
GCI Communication Corp.,ALASKA,1540.754286,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,1540.754286,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,466.9028571,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,50,20,Inf,139.98,0,0,139.98,0,Yes
GCI Communication Corp.,ALASKA,367.0857143,Fiber,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,1614.171429,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
GCI Communication Corp.,ALASKA,807.5885714,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,DSL,25,6,Inf,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,807.5885714,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
GCI Communication Corp.,ALASKA,1688.594286,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
SPITwSPOTS Inc.,ALASKA,4.022857143,Fixed wireless,10,3,Inf,89,0,0,89,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
SPITwSPOTS Inc.,ALASKA,4.022857143,Fixed wireless,18,6,Inf,99,0,0,99,0,Yes
SPITwSPOTS Inc.,ALASKA,4.022857143,Fixed wireless,50,15,Inf,129,0,0,129,0,Yes
GCI Communication Corp.,ALASKA,367.0857143,Fiber,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,466.9028571,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,466.9028571,Fiber,2500,75,Inf,184.99,0,0,184.99,0,Yes
SPITwSPOTS Inc.,ALASKA,9.051428571,Fixed wireless,75,25,Inf,159,0,0,159,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,50,15,Inf,129,0,0,129,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
Cellco Partnership,ALASKA,2.011428571,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
Cellco Partnership,ALASKA,3.017142857,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
GCI Communication Corp.,ALASKA,1815.314286,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,75,25,Inf,159,0,0,159,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
GCI Communication Corp.,ALASKA,567.2228571,Cable,500,20,600,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,DSL,50,20,Inf,139.98,0,0,139.98,0,Yes
GCI Communication Corp.,ALASKA,2010.422857,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,2010.422857,Cable,500,20,600,109.99,0,0,109.99,0,Yes
SPITwSPOTS Inc.,ALASKA,9.051428571,Fixed wireless,18,6,Inf,99,0,0,99,0,Yes
SPITwSPOTS Inc.,ALASKA,9.051428571,Fixed wireless,50,15,Inf,129,0,0,129,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,10,3,Inf,89,0,0,89,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,18,6,Inf,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
GCI Communication Corp.,ALASKA,466.9028571,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,466.9028571,Fiber,500,20,600,109.99,0,0,109.99,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,150,50,Inf,199,0,0,199,0,Yes
GCI Communication Corp.,ALASKA,1688.594286,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
GCI Communication Corp.,ALASKA,273.5542857,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
GCI Communication Corp.,ALASKA,273.5542857,Cable,500,20,600,109.99,0,0,109.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
GCI Communication Corp.,ALASKA,2010.422857,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
SPITwSPOTS Inc.,ALASKA,9.051428571,Fixed wireless,150,50,Inf,199,0,0,199,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,DSL,80,40,Inf,149.98,0,0,149.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,234.8342857,Fiber,1000,100,Inf,179.99,0,0,179.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
Matanuska Telecom Association Inc.,ALASKA,234.8342857,Fiber,1000,200,Inf,189.98,0,0,189.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,234.8342857,Fiber,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,234.8342857,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
Matanuska Telecom Association Inc.,ALASKA,234.8342857,DSL,25,6,Inf,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,234.8342857,Fiber,25,6,Inf,109.99,0,0,109.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
Cellco Partnership,ALASKA,2.011428571,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
Cellco Partnership,ALASKA,3.017142857,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
GCI Communication Corp.,ALASKA,1594.057143,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,1594.057143,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,305.4857143,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,305.4857143,Fiber,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,273.5542857,Fiber,2500,75,Inf,184.99,0,0,184.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
GCI Communication Corp.,ALASKA,273.5542857,Fiber,500,20,600,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,25,12,Inf,119.98,0,0,119.98,0,Yes
GCI Communication Corp.,ALASKA,567.2228571,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,567.2228571,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
GCI Communication Corp.,ALASKA,367.0857143,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,4.022857143,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,DSL,80,20,Inf,139.99,0,0,139.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,80,20,Inf,139.99,0,0,139.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,150.3542857,Fiber,80,40,Inf,149.98,0,0,149.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,Fiber,80,40,Inf,149.98,0,0,149.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,180.0228571,Fiber,1000,200,Inf,189.98,0,0,189.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
SPITwSPOTS Inc.,ALASKA,4.022857143,Fixed wireless,75,25,Inf,159,0,0,159,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
GCI Communication Corp.,ALASKA,305.4857143,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,273.5542857,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,183.2914286,Fiber,80,40,Inf,149.98,0,0,149.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,Fiber,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,5,5,1000,55,0,0,55,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",ALASKA,5.028571429,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,6.034285714,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
Matanuska Telecom Association Inc.,ALASKA,73.5847619,DSL,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,73.5847619,DSL,80,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,220.7542857,Fiber,80,20,Inf,139.99,0,0,139.99,0,Yes
GCI Communication Corp.,ALASKA,1510.582857,Cable,500,20,600,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,DSL,80,40,Inf,149.98,0,0,149.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,180.0228571,Fiber,1000,100,Inf,179.99,0,0,179.99,0,Yes
Cellco Partnership,ALASKA,2.011428571,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
GCI Communication Corp.,ALASKA,1174.674286,Cable,500,20,600,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,180.0228571,Fiber,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,180.0228571,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
GCI Communication Corp.,ALASKA,1379.84,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
Cellco Partnership,ALASKA,1.005714286,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,30,30,1000,170,0,0,170,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,Fiber,1000,200,Inf,189.98,0,0,189.98,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,18,6,Inf,99,0,0,99,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,50,15,Inf,129,0,0,129,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,75,25,Inf,159,0,0,159,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,DSL,25,6,Inf,109.99,0,0,109.99,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,50,15,Inf,129,0,0,129,0,Yes
SPITwSPOTS Inc.,ALASKA,9.051428571,Fixed wireless,10,3,Inf,89,0,0,89,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,DSL,50,10,Inf,129.99,0,0,129.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,73.5847619,Fiber,50,20,Inf,139.98,0,0,139.98,0,Yes
SPITwSPOTS Inc.,ALASKA,1.005714286,Fixed wireless,75,25,Inf,159,0,0,159,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
GCI Communication Corp.,ALASKA,1510.582857,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
GCI Communication Corp.,ALASKA,779.4285714,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,779.4285714,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,779.4285714,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,1027.84,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
GCI Communication Corp.,ALASKA,1027.84,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,1027.84,Cable,500,20,600,109.99,0,0,109.99,0,Yes
Cellco Partnership,ALASKA,4.022857143,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
Cellco Partnership,ALASKA,2.011428571,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"Borealis Broadband, Inc.",ALASKA,2.011428571,Fixed wireless,200,200,1000,300,0,0,300,0,Yes
Cellco Partnership,ALASKA,1.005714286,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
GCI Communication Corp.,ALASKA,1487.451429,Cable,2500,75,Inf,184.99,0,0,184.99,0,Yes
GCI Communication Corp.,ALASKA,1487.451429,Cable,500,20,600,109.99,0,0,109.99,0,Yes
GCI Communication Corp.,ALASKA,1815.314286,Cable,1000,40,1000,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,183.2914286,Fiber,50,10,Inf,129.99,0,0,129.99,0,Yes
Matanuska Telecom Association Inc.,ALASKA,183.2914286,DSL,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,183.2914286,Fiber,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,ALASKA,183.2914286,Fiber,80,20,Inf,139.99,0,0,139.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
"Borealis Broadband, Inc.",ALASKA,1.005714286,Fixed wireless,20,20,1000,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",ALASKA,9.051428571,Fixed wireless,15,15,1000,130,0,0,130,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,Fiber,1000,100,Inf,179.99,0,0,179.99,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,10,3,Inf,89,0,0,89,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,150,50,Inf,199,0,0,199,0,Yes
"Borealis Broadband, Inc.",ALASKA,25.14285714,Fixed wireless,10,10,1000,99,0,0,99,0,Yes
"Borealis Broadband, Inc.",ALASKA,25.14285714,Fixed wireless,100,100,1000,200,0,0,200,0,Yes
"Borealis Broadband, Inc.",ALASKA,11.06285714,Fixed wireless,7,7,1000,75,0,0,75,0,Yes
Matanuska Telecom Association Inc.,ALASKA,110.3771429,Fiber,25,6,Inf,109.99,0,0,109.99,0,Yes
"Borealis Broadband, Inc.",ALASKA,3.017142857,Fixed wireless,3,3,1000,40,0,0,40,0,Yes
SPITwSPOTS Inc.,ALASKA,2.011428571,Fixed wireless,75,25,Inf,159,0,0,159,0,Yes
