customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5519-TEEUH,Male,false,false,true,33,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Mailed check,20.15,682.15,false
4518-FZBSX,Male,false,true,true,42,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.25,854.9,false
2662-NNTDK,Male,false,false,false,65,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),24.8,1600.95,false
3378-AJRAO,Male,false,true,true,44,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Electronic check,24.85,1013.6,false
5701-GUXDC,Female,false,true,false,26,false,No phone service,DSL,Yes,No,Yes,No,No,No,One year,false,Credit card (automatic),35.4,978.6,false
1534-OULXE,Female,false,true,true,61,true,No,DSL,Yes,No,No,No,No,No,One year,true,Bank transfer (automatic),49.7,2961.4,false
8883-GRDWQ,Male,true,false,false,20,true,No,DSL,Yes,No,No,Yes,No,No,One year,false,Mailed check,54,1055.9,false
6693-DJWTY,Female,false,false,true,35,true,No,DSL,Yes,Yes,No,No,No,No,One year,false,Credit card (automatic),55.6,2016.45,false
0378-XSZPU,Male,false,true,false,58,true,No,DSL,Yes,Yes,Yes,No,No,No,One year,false,Credit card (automatic),60.3,3563.8,true
8869-TORSS,Female,false,false,false,48,true,No,DSL,Yes,No,Yes,Yes,No,No,One year,true,Credit card (automatic),60.35,2896.4,true
7247-XOZPB,Male,false,true,false,53,true,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,false,Bank transfer (automatic),77.4,4155.95,false
9138-EFSMO,Male,false,true,true,26,true,No,Fiber optic,No,No,No,No,No,Yes,One year,false,Bank transfer (automatic),78.95,2034.25,false
8080-POTJR,Female,false,false,false,30,true,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,true,Credit card (automatic),79.3,2427.1,false
3115-JPJDD,Female,false,true,false,59,true,No,Fiber optic,Yes,No,Yes,No,No,No,One year,true,Credit card (automatic),81.25,4639.45,false
6345-ULYRW,Male,true,true,false,44,true,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,false,Mailed check,88.4,3912.9,true
7607-QKKTJ,Male,false,true,true,45,true,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,true,Credit card (automatic),95,4368.85,false
8905-IAZPF,Female,false,true,false,69,true,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,true,Credit card (automatic),95.65,6744.2,false
7856-GANIL,Male,true,true,false,45,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,true,Bank transfer (automatic),98.7,4525.8,false
4710-FDUIZ,Male,false,true,false,56,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,false,Credit card (automatic),100.3,5614.45,true
4488-KQFDT,Female,false,false,false,61,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,true,Electronic check,103.95,6423,false
0877-SDMBN,Female,false,false,false,54,true,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,true,Bank transfer (automatic),103.95,5639.05,true
3932-CMDTD,Female,false,false,false,4,true,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,true,Electronic check,105.65,443.9,true
5035-PGZXH,Female,false,false,false,56,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,true,Electronic check,106.8,5914.4,false
4827-LTQRJ,Female,true,true,true,66,true,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,true,Credit card (automatic),110.6,7210.85,false
4118-CEVPF,Female,true,false,false,35,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,true,Bank transfer (automatic),110.8,3836.3,false
2403-BCASL,Male,true,true,true,41,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,true,Electronic check,111.95,4534.9,true
4282-MSACW,Male,false,false,false,68,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),117.2,8035.95,false
1231-YNDEK,Male,false,false,false,58,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),19.15,1035.5,false
2146-EGVDT,Male,false,true,true,59,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.3,1192.7,false
1627-AFWVJ,Female,false,false,false,29,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.4,554.25,false
7552-KEYGT,Male,false,true,false,27,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.55,520.55,false
1166-PQLGG,Female,false,true,true,72,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.55,1463.45,false
3173-WSSUE,Female,false,true,true,71,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.7,1415.85,false
5970-GHJAW,Male,false,true,true,46,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.95,862.4,false
5146-YYFRZ,Male,false,false,false,67,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.95,1311.75,false
0318-ZOPWS,Female,false,true,false,49,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),20.15,973.35,false
6923-AQONU,Male,false,true,true,23,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,20.9,454,false
8165-ZJRNM,Female,false,true,true,72,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),23.75,1679.25,false
0480-KYJVA,Female,false,true,true,72,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),24.25,1784.5,false
5854-KSRBJ,Male,false,true,true,70,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,25.4,1782.05,false
2580-ASVVY,Female,false,true,false,37,false,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,false,Electronic check,45.4,1593.1,false
5656-MJEFC,Male,false,true,true,42,false,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,false,Credit card (automatic),48.15,2032.3,false
8169-SAEJD,Male,true,true,false,69,false,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,false,Credit card (automatic),56.55,3952.65,false
3474-BAFSJ,Male,false,true,false,57,false,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),57.5,3265.95,false
1194-BHJYC,Male,false,true,false,61,false,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,true,Mailed check,62.15,3778.85,false
1525-LNLOJ,Male,false,true,true,66,true,Yes,DSL,No,No,Yes,No,Yes,No,Two year,true,Bank transfer (automatic),63.3,4189.7,false
0757-WCUUZ,Male,false,true,true,54,true,Yes,DSL,No,No,Yes,No,No,Yes,Two year,false,Credit card (automatic),63.35,3409.1,false
9565-FLVCG,Male,false,true,true,65,true,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,true,Mailed check,69.55,4459.15,false
2824-DXNKN,Female,false,true,true,72,true,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,true,Bank transfer (automatic),71.45,5025.85,false
0379-DJQHR,Male,false,true,true,67,true,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,false,Credit card (automatic),81.35,5398.6,false
8146-QQKZH,Female,false,true,false,71,true,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),81.85,5924.4,false
3649-JPUGY,Male,false,false,false,72,true,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),88.6,6201.95,false
3398-GCPMU,Female,true,true,true,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),89.55,6448.85,false
2057-BOYKM,Female,true,true,false,72,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,true,Bank transfer (automatic),96.6,6827.5,false
0815-MFZGM,Female,false,true,false,42,true,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),99,4135,false
0320-DWVTU,Female,false,false,false,53,true,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,false,Mailed check,99.5,5424.25,false
2878-RMWXY,Male,true,true,false,72,true,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,true,Credit card (automatic),102.65,7550.3,false
9625-QNLUX,Male,false,true,true,68,true,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,true,Credit card (automatic),103.25,7074.4,false
5668-MEISB,Female,false,true,true,72,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,false,Credit card (automatic),106.1,7657.4,false
4119-ZYPZY,Male,true,false,false,71,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,true,Electronic check,106.8,7623.2,false
8265-HKSOW,Female,false,true,true,72,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,false,Credit card (automatic),107.45,7658.3,false
0181-RITDD,Male,false,true,true,62,true,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Mailed check,108.15,6825.65,false
5863-OOKCL,Female,false,false,false,10,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,18.85,163.2,false
1423-BMPBQ,Female,false,true,true,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,19,19,false
9837-FWLCH,Male,false,true,true,12,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Electronic check,19.2,239,false
8605-ITULD,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.55,19.55,false
3724-UCSHY,Male,false,true,true,6,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.55,122.9,false
6286-SUUWT,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.95,19.95,false
1552-CZCLL,Female,false,true,true,55,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Credit card (automatic),20,1087.25,false
3977-QCRSL,Female,false,false,false,5,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.15,117.95,false
7839-QRKXN,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.2,20.2,true
9122-UMROB,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.3,20.3,false
9818-XQCUV,Female,false,false,false,2,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.35,45.3,false
8262-COGGB,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.45,20.45,false
1784-BXEFA,Female,false,false,false,10,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.55,187.35,false
5555-RNPGT,Male,false,false,true,10,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Credit card (automatic),24.8,223.9,false
3787-TRIAL,Male,false,true,true,21,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,26.05,565.75,false
5156-UMKOW,Female,false,false,true,3,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,false,Mailed check,29.65,90.05,false
9526-BIHHD,Male,false,false,false,1,false,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,false,Mailed check,29.7,29.7,true
0909-SDHNU,Female,false,false,true,7,false,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,false,Mailed check,29.8,201.95,false
3806-DXQOM,Female,false,false,false,4,false,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,true,Electronic check,33.65,137.85,true
3589-PPVKW,Male,false,false,false,9,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Mailed check,44.4,348.15,false
3926-CUQZX,Male,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Bank transfer (automatic),45.1,45.1,true
9013-AQORL,Female,false,false,true,48,false,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,false,Credit card (automatic),45.55,2108.35,false
2135-RXIHG,Male,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,45.65,45.65,true
5445-GLVOT,Female,false,false,false,22,true,No,DSL,Yes,No,No,No,No,No,Month-to-month,true,Electronic check,49.8,1049.05,false
8735-IJJEG,Male,false,true,false,14,true,No,DSL,No,No,Yes,No,No,No,Month-to-month,false,Credit card (automatic),50.2,668.85,false
1853-ARAAQ,Female,false,false,false,26,false,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,true,Credit card (automatic),50.35,1277.5,false
1585-MQSSU,Male,false,false,false,17,true,No,DSL,No,No,No,Yes,No,No,Month-to-month,false,Mailed check,51.5,900.5,true
9554-DFKIC,Male,false,true,true,30,true,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,true,Bank transfer (automatic),54.45,1588.7,false
3620-MWJNE,Male,false,false,false,2,true,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,true,Mailed check,54.45,87.3,false
8645-KWHJO,Male,false,false,false,14,false,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,true,Electronic check,55,771.95,false
5208-HFSBT,Female,false,false,false,2,true,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,true,Credit card (automatic),55.05,102.75,true
8624-GIOUT,Female,false,false,false,49,true,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,true,Credit card (automatic),59.75,2934.3,true
8250-ZNGGW,Female,true,false,false,5,true,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,false,Credit card (automatic),59.9,287.85,false
0708-SJDIS,Female,false,false,false,34,true,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,false,Mailed check,65,2157.5,false
3716-BDVDB,Male,false,false,false,1,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,69.1,69.1,true
5044-LRQAQ,Female,false,true,false,7,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Bank transfer (automatic),69.2,477.55,false
6575-SUVOI,Female,true,true,false,25,true,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,true,Credit card (automatic),69.5,1752.65,false
5276-KQWHG,Female,true,false,false,2,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,69.6,131.65,true
2897-DOVND,Male,false,false,false,2,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,69.8,146.65,false
8097-VBQTZ,Male,false,false,false,54,true,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,true,Mailed check,69.9,3883.3,false
1047-NNCBF,Male,false,false,false,20,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,false,Credit card (automatic),70.55,1493.55,false
0404-SWRVG,Male,false,false,false,3,true,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,74.4,229.55,true
8591-NXRCV,Female,false,false,false,41,true,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,true,Bank transfer (automatic),74.65,3090.65,false
2276-YDAVZ,Female,false,false,false,3,true,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Credit card (automatic),75.1,270.7,true
7595-EUIVN,Female,false,false,false,1,true,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,false,Electronic check,75.8,75.8,true
7576-OYWBN,Male,true,false,false,3,true,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,76.05,231.8,true
3249-ZPQRG,Male,false,false,false,4,true,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,false,Electronic check,78.45,330.05,true
7638-QVMVY,Female,false,false,false,7,true,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,true,Electronic check,79,522.95,true
4816-LXZYW,Female,false,false,false,23,true,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,true,Electronic check,79.15,1676.95,true
4713-LZDRV,Female,true,false,false,2,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,79.6,195.05,true
4741-WWJQZ,Female,false,true,false,2,true,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,true,Electronic check,80.15,194.55,false
4614-NUVZD,Female,false,false,false,1,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,81.1,81.1,true
0410-IPFTY,Female,false,true,false,31,true,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,true,Bank transfer (automatic),83.85,2674.15,false
8739-XNIKG,Female,false,false,false,5,true,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,true,Electronic check,84,424.75,false
9167-APMXZ,Female,false,false,false,22,true,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,true,Bank transfer (automatic),84.15,1821.95,false
6172-FECYY,Male,false,true,true,49,true,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,false,Electronic check,84.5,4254.85,true
6877-TJMBR,Male,false,true,false,1,true,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,true,Electronic check,84.8,84.8,true
8063-GBATB,Female,true,false,false,27,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,85.25,2287.25,true
4521-YEEHE,Female,false,true,false,18,true,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,true,Electronic check,88.85,1594.75,false
5575-TPIZQ,Male,false,false,false,46,true,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,true,Credit card (automatic),89.15,4245.55,false
5898-IGSLP,Male,false,true,true,31,true,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,false,Electronic check,89.3,2823,false
1215-FIGMP,Male,false,false,false,60,true,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,true,Bank transfer (automatic),89.9,5450.7,false
8182-BJDSI,Female,false,false,false,28,true,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,true,Electronic check,89.95,2625.55,true
4626-GYCZP,Male,false,false,false,7,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,93.85,635.6,true
1728-CXQBE,Male,true,true,false,64,true,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,true,Electronic check,94.25,6081.4,false
0060-FUALY,Female,false,true,false,59,true,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,true,Electronic check,94.75,5597.65,false
2359-KLTEK,Female,false,true,true,41,true,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,true,Bank transfer (automatic),94.9,3848,false
5394-SVGJV,Male,false,false,false,37,true,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,false,Bank transfer (automatic),98.8,3475.55,true
9420-LOJKX,Female,false,false,false,15,true,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,true,Credit card (automatic),99.1,1426.4,true
7240-FQLHE,Female,true,true,false,18,true,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,false,Bank transfer (automatic),99.75,1836.25,true
7881-INRLC,Male,false,false,false,45,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,true,Credit card (automatic),100.85,4740,true
7901-TBKJX,Male,true,false,false,56,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,101.05,5594,false
5519-YLDGW,Female,false,true,false,21,true,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,103.9,2254.2,true
3389-YGYAI,Female,true,false,false,8,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,105.5,829.55,true
2931-SVLTV,Male,false,true,true,40,true,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,true,Credit card (automatic),110.1,4469.1,false
9158-VCTQB,Female,false,true,false,41,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,true,Bank transfer (automatic),113.6,4594.95,true
3653-NCRDJ,Male,false,true,true,43,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Mailed check,19.2,776.25,false
2878-DHMIN,Male,false,true,true,35,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Electronic check,19.9,666,false
0829-DDVLK,Female,false,false,false,15,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),20.1,302.45,false
9483-GCPWE,Male,false,false,true,9,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.1,190.25,false
2749-CTKAJ,Male,false,true,true,22,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.15,419.9,false
8631-XVRZL,Male,false,false,false,9,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Mailed check,20.15,163.7,false
1178-PZGAB,Female,false,false,false,19,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),20.25,383.65,false
4302-ZYFEL,Male,false,true,true,69,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Credit card (automatic),20.55,1403.1,false
3823-KYNQY,Male,false,false,false,12,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),24.95,280.4,false
9066-QRSDU,Female,false,true,false,69,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Electronic check,26.3,1763.55,false
7841-FCRQD,Female,false,true,false,33,true,No,DSL,No,Yes,No,Yes,No,No,One year,true,Credit card (automatic),53.75,1857.3,false
5989-OMNJE,Female,false,true,true,24,false,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,false,Electronic check,57.6,1367.75,false
1183-CANVH,Female,false,true,false,23,true,No,DSL,No,No,No,Yes,Yes,No,One year,false,Bank transfer (automatic),60,1347.15,false
9955-QOPOY,Male,false,true,false,69,false,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),60.8,4263.4,false
8845-LWKGE,Female,false,true,true,30,true,No,DSL,No,No,Yes,Yes,Yes,No,One year,true,Electronic check,64.5,1985.15,false
5756-JYOJT,Female,false,false,false,11,true,No,DSL,No,No,Yes,Yes,No,Yes,One year,false,Credit card (automatic),64.9,697.25,false
3523-QRQLL,Female,false,true,true,22,true,No,DSL,No,Yes,No,No,Yes,Yes,One year,true,Bank transfer (automatic),69.5,1498.2,true
7100-FQPRV,Male,false,true,true,43,true,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,true,Credit card (automatic),71.9,3173.35,false
0471-LVHGK,Male,false,true,false,41,true,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,true,Electronic check,73,3001.2,true
2851-STERV,Male,true,false,false,35,true,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,true,Electronic check,73,2471.25,false
7103-ZGVNT,Female,false,true,true,69,true,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,false,Credit card (automatic),73.7,4885.85,false
0197-PNKNK,Female,false,true,true,69,true,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,false,Bank transfer (automatic),84.45,5848.6,false
4332-MUOEZ,Male,true,true,true,20,true,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,false,Credit card (automatic),94.3,1818.3,false
4837-QUSFT,Female,false,true,false,65,true,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,true,Bank transfer (automatic),100.15,6643.5,false
7940-UQQUG,Female,false,true,true,64,true,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,true,Bank transfer (automatic),104.4,6721.6,false
2722-VOJQL,Male,false,false,false,64,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,true,Credit card (automatic),105.65,6903.1,true
2692-AQCPF,Female,false,true,false,65,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),108.05,7118.9,false
6689-VRRTK,Female,true,false,false,44,true,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,true,Credit card (automatic),109.8,4860.35,false
3870-MQAMG,Female,false,true,false,54,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,false,Electronic check,110.35,5893.15,true
9835-ZIITK,Male,true,true,false,66,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,true,Electronic check,110.85,7491.75,true
5734-EJKXG,Female,false,false,false,61,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,true,Electronic check,118.6,7365.7,false
4573-JKNAE,Male,false,false,true,12,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.35,212.3,false
2229-DPMBI,Female,false,true,true,8,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.5,162.15,false
1830-IPXVJ,Female,false,true,true,61,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.75,1311.6,false
2805-AUFQN,Female,false,false,false,25,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.8,475.2,false
5296-BFCYD,Male,false,true,true,46,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Mailed check,20.1,936.85,false
1087-GRUYI,Male,false,true,false,38,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),20.4,743.5,false
6813-GZQCG,Female,false,true,true,45,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Credit card (automatic),24.65,1171.3,false
9661-JALZV,Female,false,false,false,58,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Credit card (automatic),24.7,1519,false
5605-XNWEN,Male,true,true,false,72,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),25,1802.55,false
3284-SVCRO,Female,false,true,false,45,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,25.5,1121.05,false
0230-WEQUW,Male,false,true,false,66,false,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,true,Bank transfer (automatic),56.6,3789.2,false
5862-BRIXZ,Male,false,false,false,46,false,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),60.75,2893.4,false
